udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf,rnf,type_encoded,temp_diff,power
2770,M17629,M,300.0,309.6,1477.0,38.1,13,0,0,0,0,0,0,1,9.6,56273.7
2771,L49950,L,300.0,309.6,1364.0,45.9,16,0,0,0,0,0,0,0,9.6,62607.6
2772,L49951,L,299.9,309.5,1451.0,39.4,18,0,0,0,0,0,0,0,9.6,57169.4
2773,L49952,L,299.9,309.4,1467.0,41.2,20,0,0,0,0,0,0,0,9.5,60440.4
2774,L49953,L,299.9,309.4,1858.0,22.5,22,0,0,0,0,0,0,0,9.5,41805.0
2775,L49954,L,300.1,309.4,1559.0,39.7,24,0,0,0,0,0,0,0,9.3,61892.3
2776,L49955,L,300.1,309.4,1560.0,47.7,26,0,0,0,0,0,0,0,9.3,74412.0
2777,L49956,L,300.1,309.4,1453.0,47.6,28,0,0,0,0,0,0,0,9.3,69162.8
2778,L49957,L,300.1,309.4,1464.0,41.7,30,0,0,0,0,0,0,0,9.3,61048.8
2779,L49958,L,300.0,309.4,1308.0,50.2,32,0,0,0,0,0,0,0,9.4,65661.6
2780,L49959,L,300.1,309.5,1353.0,50.9,34,0,0,0,0,0,0,0,9.4,68867.7
2781,M17640,M,300.2,309.6,1556.0,35.8,36,0,0,0,0,0,0,1,9.4,55704.8
2782,L49961,L,300.2,309.5,2076.62838774028,17.8,39,0,0,0,0,0,0,0,9.3,36963.985
2783,M17642,M,300.2,309.6,1491.0,41.8,41,0,0,0,0,0,0,1,9.4,62323.8
2784,M17643,M,300.2,309.6,1528.0,35.1,44,0,0,0,0,0,0,1,9.4,53632.8
2785,L49964,L,300.2,309.6,1430.0,52.7,47,0,0,0,0,0,0,0,9.4,75361.0
2786,L49965,L,300.2,309.5,1495.0,32.6,49,0,0,0,0,0,0,0,9.3,48737.0
2787,M17646,M,300.2,309.5,1630.0,28.3,51,0,0,0,0,0,0,1,9.3,46129.0
2788,M17647,M,300.3,309.6,1524.0,38.4,54,0,0,0,0,0,0,1,9.3,58521.6
2789,L49968,L,300.3,309.6,1326.0,52.4,57,0,0,0,0,0,0,0,9.3,69482.4
2790,H32203,H,300.3,309.5,1438.0,44.0,59,0,0,0,0,0,0,2,9.2,63272.0
2791,L49970,L,300.4,309.6,1356.0,45.9,64,0,0,0,0,0,0,0,9.2,62240.4
2792,H32205,H,300.4,309.6,1416.0,43.3,66,0,0,0,0,0,0,2,9.2,61312.8
2793,L49972,L,300.4,309.7,1584.0,32.6,71,0,0,0,0,0,0,0,9.3,51638.4
2794,L49973,L,300.3,309.6,1597.0,31.8,73,0,0,0,0,0,0,0,9.3,50784.6
2795,L49974,L,300.4,309.6,1553.0,43.9,75,0,0,0,0,0,0,0,9.2,68176.7
2796,M17655,M,300.3,309.5,1405.0,49.4,77,0,0,0,0,0,0,1,9.2,69407.0
2797,L49976,L,300.2,309.5,1539.0,35.3,80,0,0,0,0,0,0,0,9.3,54326.7
2798,M17657,M,300.3,309.6,1398.0,53.7,82,0,0,0,0,0,0,1,9.3,75072.6
2799,L49978,L,300.3,309.6,1568.0,39.6,85,0,0,0,0,0,0,0,9.3,62092.8
2800,L49979,L,300.3,309.6,1404.0,44.6,87,0,0,0,0,0,0,0,9.3,62618.4
2801,M17660,M,300.2,309.5,1500.0,45.7,89,0,0,0,0,0,0,1,9.3,68550.0
2802,M17661,M,300.2,309.5,1642.0,28.8,92,0,0,0,0,0,0,1,9.3,47289.6
2803,M17662,M,300.3,309.6,1509.0,46.6,95,0,0,0,0,0,0,1,9.3,70319.4
2804,L49983,L,300.2,309.5,1343.0,50.2,98,0,0,0,0,0,0,0,9.3,67418.6
2805,L49984,L,300.1,309.5,1450.0,40.1,100,0,0,0,0,0,0,0,9.4,58145.0
2806,L49985,L,300.0,309.4,1460.0,43.5,102,0,0,0,0,0,0,0,9.4,63510.0
2807,L49986,L,300.0,309.3,1364.0,41.2,104,0,0,0,0,0,0,0,9.3,56196.8
2808,M17667,M,299.9,309.3,1452.0,41.9,106,0,0,0,0,0,0,1,9.4,60838.8
2809,L49988,L,299.9,309.3,1471.0,41.8,109,0,0,0,0,0,0,0,9.4,61487.8
2810,L49989,L,299.9,309.2,1598.0,34.6,111,0,0,0,0,0,0,0,9.3,55290.8
2811,L49990,L,299.8,309.1,1772.0,24.8,113,0,0,0,0,0,0,0,9.3,43945.6
2812,L49991,L,299.9,309.2,1761.0,25.6,115,0,0,0,0,0,0,0,9.3,45081.6
2813,M17672,M,300.0,309.3,1413.0,40.7,117,0,0,0,0,0,0,1,9.3,57509.1
2814,L49993,L,300.0,309.3,1887.0,22.6,120,0,0,0,0,0,0,0,9.3,42646.2
2815,L49994,L,300.0,309.3,1395.0,56.5,122,0,0,0,0,0,0,0,9.3,78817.5
2816,M17675,M,300.1,309.4,1569.0,31.6,124,0,0,0,0,0,0,1,9.3,49580.4
2817,L49996,L,300.1,309.4,1434.0,47.3,127,0,0,0,0,0,0,0,9.3,67828.2
2818,L49997,L,300.2,309.5,1417.0,41.1,129,0,0,0,0,0,0,0,9.3,58238.7
2819,L49998,L,300.2,309.5,1729.0,28.4,131,0,0,0,0,0,0,0,9.3,49103.6
2820,L49999,L,300.2,309.5,1356.0,51.1,133,0,0,0,0,0,0,0,9.3,69291.6
2821,L50000,L,300.2,309.5,1436.0,48.8,135,0,0,0,0,0,0,0,9.3,70076.8
2822,M17681,M,300.3,309.6,1419.0,42.5,137,0,0,0,0,0,0,1,9.3,60307.5
2823,L50002,L,300.3,309.6,1593.0,38.1,140,0,0,0,0,0,0,0,9.3,60693.3
2824,M17683,M,300.3,309.5,1320.0,62.2,142,0,0,0,0,0,0,1,9.2,82104.0
2825,M17684,M,300.3,309.5,1448.0,42.4,145,0,0,0,0,0,0,1,9.2,61395.2
2826,L50005,L,300.3,309.4,1470.0,33.5,148,0,0,0,0,0,0,0,9.1,49245.0
2827,M17686,M,300.3,309.4,1612.0,33.1,150,0,0,0,0,0,0,1,9.1,53357.2
2828,L50007,L,300.4,309.4,1412.0,51.6,153,0,0,0,0,0,0,0,9.0,72859.2
2829,M17688,M,300.4,309.4,1875.0,23.9,155,0,0,0,0,0,0,1,9.0,44812.5
2830,L50009,L,300.3,309.3,1612.0,36.0,158,0,0,0,0,0,0,0,9.0,58032.0
2831,M17690,M,300.4,309.3,1411.0,41.6,160,0,0,0,0,0,0,1,8.9,58697.6
2832,M17691,M,300.3,309.2,1490.0,47.9,163,0,0,0,0,0,0,1,8.9,71371.0
2833,M17692,M,300.4,309.3,1467.0,40.3,166,0,0,0,0,0,0,1,8.9,59120.1
2834,L50013,L,300.3,309.2,1807.0,26.4,169,0,0,0,0,0,0,0,8.9,47704.8
2835,L50014,L,300.3,309.1,1368.0,46.0,171,0,0,0,0,0,0,0,8.8,62928.0
2836,L50015,L,300.3,309.2,1572.0,32.0,173,0,0,0,0,0,0,0,8.9,50304.0
2837,M17696,M,300.3,309.1,1458.0,44.3,175,0,0,0,0,0,0,1,8.8,64589.4
2838,L50017,L,300.3,309.1,1699.0,30.3,178,0,0,0,0,0,0,0,8.8,51479.7
2839,L50018,L,300.3,309.3,1478.0,39.5,180,0,0,0,0,0,0,0,9.0,58381.0
2840,M17699,M,300.4,309.4,1362.0,42.1,182,0,0,0,0,0,0,1,9.0,57340.2
2841,H32254,H,300.4,309.4,1487.0,38.9,185,0,0,0,0,0,0,2,9.0,57844.3
2842,L50021,L,300.3,309.4,1705.0,29.4,190,0,0,0,0,0,0,0,9.1,50127.0
2843,L50022,L,300.3,309.3,1345.0,53.5,192,0,0,0,0,0,0,0,9.0,71957.5
2844,L50023,L,300.3,309.2,1532.0,40.2,194,0,0,0,0,0,0,0,8.9,61586.4
2845,L50024,L,300.3,309.2,1650.0,35.2,196,0,0,0,0,0,0,0,8.9,58080.0
2846,L50025,L,300.3,309.2,1398.0,54.4,198,0,0,0,0,0,0,0,8.9,76051.2
2847,L50026,L,300.3,309.2,1412.0,44.8,200,0,0,0,0,0,0,0,8.9,63257.6
2848,L50027,L,300.4,309.3,1525.0,39.6,202,0,0,0,0,0,0,0,8.9,60390.0
2849,M17708,M,300.3,309.3,1391.0,57.9,204,0,0,0,0,0,0,1,9.0,80538.9
2850,L50029,L,300.4,309.3,1766.0,28.2,207,0,0,0,0,0,0,0,8.9,49801.2
2851,L50030,L,300.4,309.3,1671.0,35.0,209,0,0,0,0,0,0,0,8.9,58485.0
2852,L50031,L,300.5,309.3,1373.0,48.8,211,0,0,0,0,0,0,0,8.8,67002.4
2853,M17712,M,300.5,309.4,1347.0,50.1,213,0,0,0,0,0,0,1,8.9,67484.7
2854,M17713,M,300.5,309.3,1539.0,39.1,216,0,0,0,0,0,0,1,8.8,60174.9
2855,L50034,L,300.5,309.3,1470.0,40.8,219,0,0,0,0,0,0,0,8.8,59976.0
2856,L50035,L,300.5,309.3,1528.0,37.0,221,0,0,0,0,0,0,0,8.8,56536.0
2857,H32270,H,300.5,309.3,1471.0,45.2,223,0,0,0,0,0,0,2,8.8,66489.2
2858,M17717,M,300.4,309.2,1528.0,37.2,228,0,0,0,0,0,0,1,8.8,56841.6
2859,L50038,L,300.5,309.3,1417.0,51.5,231,1,0,0,0,1,0,0,8.8,72975.5
2860,L50039,L,300.6,309.4,1549.0,43.4,233,0,0,0,0,0,0,0,8.8,67226.6
2861,H32274,H,300.6,309.4,1463.0,49.2,235,0,0,0,0,0,0,2,8.8,71979.6
2862,L50041,L,300.7,309.5,1479.0,43.6,240,0,0,0,0,0,0,0,8.8,64484.4
2863,L50042,L,300.6,309.5,1867.0,23.0,242,0,0,0,0,0,0,0,8.9,42941.0
2864,L50043,L,300.6,309.4,1471.0,44.1,244,0,0,0,0,0,0,0,8.8,64871.1
2865,H32278,H,300.6,309.4,1380.0,47.6,246,1,1,0,0,0,0,2,8.8,65688.0
2866,H32279,H,300.7,309.7,1623.0,32.7,0,0,0,0,0,0,0,2,9.0,53072.1
2867,L50046,L,300.8,309.7,1997.0,20.7,5,0,0,0,0,0,0,0,8.9,41337.9
2868,H32281,H,300.7,309.6,1390.0,48.5,7,0,0,0,0,0,0,2,8.9,67415.0
2869,L50048,L,300.8,309.7,1418.0,46.6,12,0,0,0,0,0,0,0,8.9,66078.8
2870,L50049,L,300.8,309.7,1519.0,35.8,14,0,0,0,0,0,0,0,8.9,54380.2
2871,M17730,M,300.8,309.7,1519.0,39.7,16,0,0,0,0,0,0,1,8.9,60304.3
2872,M17731,M,300.7,309.6,1536.0,37.2,19,0,0,0,0,0,0,1,8.9,57139.2
2873,L50052,L,300.8,309.6,1680.0,28.7,22,0,0,0,0,0,0,0,8.8,48216.0
2874,H32287,H,300.6,309.4,1555.0,37.9,24,0,0,0,0,0,0,2,8.8,58934.5
2875,L50054,L,300.6,309.5,1471.0,49.6,29,0,0,0,0,0,0,0,8.9,72961.6
2876,M17735,M,300.5,309.4,1877.0,23.8,31,0,0,0,0,0,0,1,8.9,44672.6
2877,M17736,M,300.5,309.3,1578.0,30.5,34,0,0,0,0,0,0,1,8.8,48129.0
2878,M17737,M,300.5,309.4,1655.0,32.1,37,0,0,0,0,0,0,1,8.9,53125.5
2879,H32292,H,300.5,309.4,1502.0,34.3,40,0,0,0,0,0,0,2,8.9,51518.6
2880,M17739,M,300.6,309.4,1367.0,63.2,45,1,0,0,1,0,0,1,8.8,86394.4
2881,L50060,L,300.7,309.5,1541.0,37.2,48,0,0,0,0,0,0,0,8.8,57325.2
2882,M17741,M,300.6,309.6,1588.0,37.0,50,0,0,0,0,0,0,1,9.0,58756.0
2883,L50062,L,300.6,309.6,1684.0,32.8,53,0,0,0,0,0,0,0,9.0,55235.2
2884,L50063,L,300.6,309.5,1437.0,40.0,55,0,0,0,0,0,0,0,8.9,57480.0
2885,L50064,L,300.6,309.6,1409.0,42.4,57,0,0,0,0,0,0,0,9.0,59741.6
2886,M17745,M,300.5,309.5,1320.0,49.9,59,0,0,0,0,0,0,1,9.0,65868.0
2887,H32300,H,300.5,309.5,1635.0,34.2,62,0,0,0,0,0,0,2,9.0,55917.0
2888,M17747,M,300.5,309.5,1691.0,27.6,67,0,0,0,0,0,0,1,9.0,46671.6
2889,M17748,M,300.6,309.6,1365.0,50.0,70,0,0,0,0,0,0,1,9.0,68250.0
2890,M17749,M,300.7,309.7,1523.0,38.2,73,0,0,0,0,0,0,1,9.0,58178.6
2891,L50070,L,300.6,309.7,1593.0,32.4,76,0,0,0,0,0,0,0,9.1,51613.2
2892,L50071,L,300.6,309.6,1682.0,30.7,78,0,0,0,0,0,0,0,9.0,51637.4
2893,L50072,L,300.7,309.6,1329.0,54.3,80,0,0,0,0,0,0,0,8.9,72164.7
2894,M17753,M,300.7,309.6,1568.0,35.2,82,0,0,0,0,0,0,1,8.9,55193.6
2895,L50074,L,300.7,309.6,1733.0,24.8,85,0,0,0,0,0,0,0,8.9,42978.4
2896,M17755,M,300.7,309.6,1473.0,48.1,87,0,0,0,0,0,0,1,8.9,70851.3
2897,M17756,M,300.7,309.5,1633.0,31.3,90,0,0,0,0,0,0,1,8.8,51112.9
2898,M17757,M,300.6,309.5,1530.0,40.2,93,0,0,0,0,0,0,1,8.9,61506.0
2899,M17758,M,300.6,309.5,1550.0,40.2,96,0,0,0,0,0,0,1,8.9,62310.0
2900,L50079,L,300.6,309.4,1410.0,40.6,99,0,0,0,0,0,0,0,8.8,57246.0
2901,L50080,L,300.5,309.3,1574.0,33.5,101,0,0,0,0,0,0,0,8.8,52729.0
2902,L50081,L,300.6,309.4,1425.0,40.3,103,0,0,0,0,0,0,0,8.8,57427.5
2903,M17762,M,300.6,309.4,1541.0,35.2,105,0,0,0,0,0,0,1,8.8,54243.2
2904,M17763,M,300.7,309.5,1733.0,26.7,108,0,0,0,0,0,0,1,8.8,46271.1
2905,L50084,L,300.6,309.4,2076.62838774028,13.5,111,0,0,0,0,0,0,0,8.8,28034.483
2906,L50085,L,300.6,309.4,1552.0,36.4,113,0,0,0,0,0,0,0,8.8,56492.8
2907,L50086,L,300.6,309.3,1409.0,38.7,115,0,0,0,0,0,0,0,8.7,54528.3
2908,M17767,M,300.6,309.4,1581.0,35.7,117,0,0,0,0,0,0,1,8.8,56441.7
2909,L50088,L,300.7,309.5,1251.0,59.9,120,0,0,0,0,0,0,0,8.8,74934.9
2910,L50089,L,300.7,309.6,1500.0,44.1,122,0,0,0,0,0,0,0,8.9,66150.0
2911,L50090,L,300.6,309.5,1576.0,38.8,124,0,0,0,0,0,0,0,8.9,61148.8
2912,M17771,M,300.7,309.5,1352.0,44.0,126,0,0,0,0,0,0,1,8.8,59488.0
2913,L50092,L,300.7,309.6,1661.0,30.3,129,0,0,0,0,0,0,0,8.9,50328.3
2914,L50093,L,300.7,309.6,1541.0,34.6,131,0,0,0,0,0,0,0,8.9,53318.6
2915,H32328,H,300.6,309.6,1888.0,20.5,133,0,0,0,0,0,0,2,9.0,38704.0
2916,L50095,L,300.5,309.5,1255.0,62.1,138,0,0,0,0,0,0,0,9.0,77935.5
2917,L50096,L,300.6,309.6,1411.0,41.6,140,0,0,0,0,0,0,0,9.0,58697.6
2918,L50097,L,300.6,309.5,1516.0,39.0,142,0,0,0,0,0,0,0,8.9,59124.0
2919,M17778,M,300.6,309.5,1492.0,34.0,144,0,0,0,0,0,0,1,8.9,50728.0
2920,L50099,L,300.6,309.6,1726.0,30.0,147,0,0,0,0,0,0,0,9.0,51780.0
2921,L50100,L,300.7,309.7,1598.0,33.7,149,0,0,0,0,0,0,0,9.0,53852.6
2922,L50101,L,300.8,309.8,1657.0,31.1,151,0,0,0,0,0,0,0,9.0,51532.7
2923,L50102,L,300.8,309.7,1481.0,38.1,153,0,0,0,0,0,0,0,8.9,56426.1
2924,M17783,M,300.7,309.7,1397.0,51.3,155,0,0,0,0,0,0,1,9.0,71666.1
2925,L50104,L,300.8,309.7,1461.0,44.3,158,0,0,0,0,0,0,0,8.9,64722.3
2926,M17785,M,300.7,309.6,1388.0,51.1,160,0,0,0,0,0,0,1,8.9,70926.8
2927,L50106,L,300.7,309.7,1507.0,52.4,163,0,0,0,0,0,0,0,9.0,78966.8
2928,M17787,M,300.7,309.6,1421.0,49.8,165,0,0,0,0,0,0,1,8.9,70765.8
2929,M17788,M,300.8,309.7,1258.0,54.9,168,0,0,0,0,0,0,1,8.9,69064.2
2930,M17789,M,300.8,309.7,1482.0,39.0,171,0,0,0,0,0,0,1,8.9,57798.0
2931,H32344,H,300.7,309.6,1403.0,51.3,174,0,0,0,0,0,0,2,8.9,71973.9
2932,L50111,L,300.8,309.7,1373.0,45.4,179,0,0,0,0,0,0,0,8.9,62334.2
2933,L50112,L,300.9,309.7,1460.0,42.1,181,0,0,0,0,0,0,0,8.8,61466.0
2934,M17793,M,300.8,309.7,1751.0,27.9,183,0,0,0,0,0,0,1,8.9,48852.9
2935,M17794,M,300.8,309.6,1546.0,42.3,186,0,0,0,0,0,0,1,8.8,65395.8
2936,M17795,M,300.8,309.7,1680.0,28.2,189,0,0,0,0,0,0,1,8.9,47376.0
2937,M17796,M,300.9,309.7,1394.0,48.8,192,0,0,0,0,0,0,1,8.8,68027.2
2938,L50117,L,300.7,309.6,1810.0,26.0,195,0,0,0,0,0,0,0,8.9,47060.0
2939,L50118,L,300.7,309.5,1479.0,34.5,197,0,0,0,0,0,0,0,8.8,51025.5
2940,L50119,L,300.9,309.7,1431.0,41.4,199,0,0,0,0,0,0,0,8.8,59243.4
2941,L50120,L,300.9,309.7,2076.62838774028,14.4,201,0,0,0,0,0,0,0,8.8,29903.449
2942,M17801,M,300.7,309.6,1996.0,19.8,203,1,1,0,0,0,0,1,8.9,39520.8
2943,L50122,L,300.7,309.5,1461.0,49.9,0,0,0,0,0,0,0,0,8.8,72903.9
2944,H32357,H,300.7,309.5,2007.0,19.7,2,0,0,0,0,0,0,2,8.8,39537.9
2945,L50124,L,300.7,309.6,1505.0,34.9,7,0,0,0,0,0,0,0,8.9,52524.5
2946,H32359,H,300.7,309.6,1925.0,20.5,9,0,0,0,0,0,0,2,8.9,39462.5
2947,M17806,M,300.7,309.5,1622.0,30.5,14,0,0,0,0,0,0,1,8.8,49471.0
2948,L50127,L,300.7,309.5,1592.0,29.0,17,0,0,0,0,0,0,0,8.8,46168.0
2949,L50128,L,300.7,309.5,1850.0,24.5,19,0,0,0,0,0,0,0,8.8,45325.0
2950,M17809,M,300.7,309.5,1470.0,48.7,21,0,0,0,0,0,0,1,8.8,71589.0
2951,M17810,M,300.7,309.5,1445.0,46.4,24,0,0,0,0,0,0,1,8.8,67048.0
2952,L50131,L,300.7,309.5,1685.0,31.1,27,0,0,0,0,0,0,0,8.8,52403.5
2953,H32366,H,300.7,309.5,1667.0,30.5,29,0,0,0,0,0,0,2,8.8,50843.5
2954,L50133,L,300.7,309.5,1578.0,35.4,34,0,0,0,0,0,0,0,8.8,55861.2
2955,H32368,H,300.6,309.4,1691.0,28.0,36,0,0,0,0,0,0,2,8.8,47348.0
2956,M17815,M,300.7,309.5,1439.0,43.8,41,0,0,0,0,0,0,1,8.8,63028.2
2957,M17816,M,300.8,309.6,1404.0,38.7,44,0,0,0,0,0,0,1,8.8,54334.8
2958,L50137,L,300.8,309.6,1498.0,45.8,47,0,0,0,0,0,0,0,8.8,68608.4
2959,M17818,M,300.8,309.5,1481.0,44.5,49,0,0,0,0,0,0,1,8.7,65904.5
2960,M17819,M,300.7,309.4,1589.0,35.0,52,0,0,0,0,0,0,1,8.7,55615.0
2961,L50140,L,300.7,309.5,1467.0,44.3,55,0,0,0,0,0,0,0,8.8,64988.1
2962,L50141,L,300.6,309.4,1654.0,32.8,57,0,0,0,0,0,0,0,8.8,54251.2
2963,L50142,L,300.7,309.5,1508.0,39.9,59,0,0,0,0,0,0,0,8.8,60169.2
2964,M17823,M,300.7,309.6,1439.0,43.0,61,0,0,0,0,0,0,1,8.9,61877.0
2965,L50144,L,300.7,309.5,1692.0,30.3,64,0,0,0,0,0,0,0,8.8,51267.6
2966,M17825,M,300.7,309.5,1838.0,24.9,66,0,0,0,0,0,0,1,8.8,45766.2
2967,L50146,L,300.6,309.3,1601.0,40.2,69,0,0,0,0,0,0,0,8.7,64360.2
2968,L50147,L,300.6,309.4,1369.0,51.6,71,0,0,0,0,0,0,0,8.8,70640.4
2969,M17828,M,300.6,309.4,1312.0,45.2,73,0,0,0,0,0,0,1,8.8,59302.4
2970,L50149,L,300.6,309.4,1468.0,44.1,76,0,0,0,0,0,0,0,8.8,64738.8
2971,M17830,M,300.6,309.4,1452.0,39.4,78,0,0,0,0,0,0,1,8.8,57208.8
2972,M17831,M,300.7,309.5,1393.0,43.9,81,0,0,0,0,0,0,1,8.8,61152.7
2973,M17832,M,300.6,309.4,1432.0,44.2,84,0,0,0,0,0,0,1,8.8,63294.4
2974,M17833,M,300.6,309.3,1510.0,46.0,87,0,0,0,0,0,0,1,8.7,69460.0
2975,M17834,M,300.6,309.4,1521.0,37.2,90,0,0,0,0,0,0,1,8.8,56581.2
2976,H32389,H,300.5,309.4,1360.0,46.2,93,0,0,0,0,0,0,2,8.9,62832.0
2977,M17836,M,300.5,309.3,1881.0,25.5,98,0,0,0,0,0,0,1,8.8,47965.5
2978,L50157,L,300.4,309.3,1413.0,50.3,101,0,0,0,0,0,0,0,8.9,71073.9
2979,H32392,H,300.5,309.4,1642.0,36.2,103,0,0,0,0,0,0,2,8.9,59440.4
2980,L50159,L,300.5,309.5,1542.0,38.5,108,0,0,0,0,0,0,0,9.0,59367.0
2981,L50160,L,300.4,309.5,1447.0,39.3,110,0,0,0,0,0,0,0,9.1,56867.1
2982,H32395,H,300.4,309.4,1530.0,40.4,112,0,0,0,0,0,0,2,9.0,61812.0
2983,L50162,L,300.5,309.5,1795.0,27.7,117,0,0,0,0,0,0,0,9.0,49721.5
2984,L50163,L,300.6,309.6,1290.0,57.4,119,0,0,0,0,0,0,0,9.0,74046.0
2985,L50164,L,300.6,309.7,1639.0,30.4,121,0,0,0,0,0,0,0,9.1,49825.6
2986,L50165,L,300.7,309.8,1596.0,31.5,123,0,0,0,0,0,0,0,9.1,50274.0
2987,L50166,L,300.6,309.8,1455.0,48.0,125,0,0,0,0,0,0,0,9.2,69840.0
2988,M17847,M,300.6,309.8,1659.0,28.9,127,0,0,0,0,0,0,1,9.2,47945.1
2989,M17848,M,300.6,309.8,1532.0,42.5,130,0,0,0,0,0,0,1,9.2,65110.0
2990,L50169,L,300.6,309.8,1502.0,42.4,133,0,0,0,0,0,0,0,9.2,63684.8
2991,L50170,L,300.6,309.8,1688.0,28.6,135,0,0,0,0,0,0,0,9.2,48276.8
2992,M17851,M,300.5,309.7,1341.0,50.9,137,0,0,0,0,0,0,1,9.2,68256.9
2993,M17852,M,300.5,309.7,1685.0,29.4,140,0,0,0,0,0,0,1,9.2,49539.0
2994,M17853,M,300.5,309.8,1370.0,55.9,143,0,0,0,0,0,0,1,9.3,76583.0
2995,L50174,L,300.5,309.8,1461.0,52.5,146,0,0,0,0,0,0,0,9.3,76702.5
2996,L50175,L,300.5,309.8,1550.0,37.4,148,0,0,0,0,0,0,0,9.3,57970.0
2997,M17856,M,300.5,309.8,1508.0,37.8,150,0,0,0,0,0,0,1,9.3,57002.4
2998,L50177,L,300.5,309.8,1345.0,62.7,153,0,0,0,0,0,0,0,9.3,84331.5
2999,L50178,L,300.5,309.7,1616.0,34.5,155,0,0,0,0,0,0,0,9.2,55752.0
3000,L50179,L,300.5,309.7,1395.0,61.0,157,0,0,0,0,0,0,0,9.2,85095.0
3001,H32414,H,300.5,309.8,1324.0,69.893711175364,159,1,0,0,1,0,0,2,9.3,92539.274
3002,L50181,L,300.5,309.8,1445.0,43.9,164,0,0,0,0,0,0,0,9.3,63435.5
3003,M17862,M,300.5,309.8,1555.0,38.9,166,0,0,0,0,0,0,1,9.3,60489.5
3004,M17863,M,300.6,309.9,1449.0,42.4,169,0,0,0,0,0,0,1,9.3,61437.6
3005,M17864,M,300.5,309.9,1466.0,53.2,172,0,0,0,0,0,0,1,9.4,77991.2
3006,L50185,L,300.5,309.9,1503.0,37.4,175,0,0,0,0,0,0,0,9.4,56212.2
3007,L50186,L,300.4,309.7,1488.0,35.7,177,0,0,0,0,0,0,0,9.3,53121.6
3008,L50187,L,300.4,309.7,1314.0,50.2,179,0,0,0,0,0,0,0,9.3,65962.8
3009,M17868,M,300.4,309.7,1547.0,38.0,181,0,0,0,0,0,0,1,9.3,58786.0
3010,M17869,M,300.4,309.7,1466.0,39.8,184,0,0,0,0,0,0,1,9.3,58346.8
3011,L50190,L,300.3,309.6,1537.0,37.1,187,0,0,0,0,0,0,0,9.3,57022.7
3012,M17871,M,300.2,309.5,1434.0,51.5,189,0,0,0,0,0,0,1,9.3,73851.0
3013,L50192,L,300.4,309.6,1432.0,44.7,192,0,0,0,0,0,0,0,9.2,64010.4
3014,L50193,L,300.5,309.6,1390.0,48.4,194,0,0,0,0,0,0,0,9.1,67276.0
3015,L50194,L,300.5,309.7,1580.0,42.8,196,0,0,0,0,0,0,0,9.2,67624.0
3016,L50195,L,300.5,309.7,1589.0,30.5,198,0,0,0,0,0,0,0,9.2,48464.5
3017,L50196,L,300.5,309.8,1441.0,48.8,200,0,0,0,0,0,0,0,9.3,70320.8
3018,L50197,L,300.5,309.8,1305.0,51.7,202,0,0,0,0,0,0,0,9.3,67468.5
3019,M17878,M,300.5,309.8,1566.0,35.9,204,0,0,0,0,0,0,1,9.3,56219.4
3020,L50199,L,300.5,309.8,1379.0,54.2,207,1,0,0,0,1,0,0,9.3,74741.8
3021,L50200,L,300.4,309.6,1543.0,38.1,209,0,0,0,0,0,0,0,9.2,58788.3
3022,L50201,L,300.5,309.8,1421.0,49.6,211,0,0,0,0,0,0,0,9.3,70481.6
3023,L50202,L,300.5,309.6,1760.0,30.6,213,0,0,0,0,0,0,0,9.1,53856.0
3024,L50203,L,300.4,309.5,1711.0,29.2,215,0,0,0,0,0,0,0,9.1,49961.2
3025,L50204,L,300.5,309.6,1465.0,41.6,217,0,0,0,0,0,0,0,9.1,60944.0
3026,L50205,L,300.5,309.6,1366.0,50.2,219,0,0,0,0,0,0,0,9.1,68573.2
3027,M17886,M,300.4,309.5,1888.0,21.9,221,0,0,0,0,0,0,1,9.1,41347.2
3028,L50207,L,300.5,309.5,1777.0,23.6,0,0,0,0,0,0,0,0,9.0,41937.2
3029,L50208,L,300.5,309.5,1379.0,55.6,2,0,0,0,0,0,0,0,9.0,76672.4
3030,L50209,L,300.4,309.5,1525.0,51.3,4,0,0,0,0,0,0,0,9.1,78232.5
3031,M17890,M,300.4,309.6,1563.0,34.0,6,0,0,0,0,0,0,1,9.2,53142.0
3032,M17891,M,300.5,309.7,1389.0,43.3,9,0,0,0,0,0,0,1,9.2,60143.7
3033,M17892,M,300.6,309.8,1447.0,42.9,12,0,0,0,0,0,0,1,9.2,62076.3
3034,M17893,M,300.6,309.7,1934.0,22.8,15,0,0,0,0,0,0,1,9.1,44095.2
3035,H32448,H,300.6,309.7,1470.0,43.8,18,0,0,0,0,0,0,2,9.1,64386.0
3036,M17895,M,300.6,309.7,1428.0,42.6,23,0,0,0,0,0,0,1,9.1,60832.8
3037,L50216,L,300.4,309.6,1319.0,48.1,26,0,0,0,0,0,0,0,9.2,63443.9
3038,L50217,L,300.5,309.7,1887.0,24.3,28,0,0,0,0,0,0,0,9.2,45854.1
3039,L50218,L,300.4,309.5,1349.0,50.4,30,0,0,0,0,0,0,0,9.1,67989.6
3040,M17899,M,300.3,309.5,1665.0,31.4,32,0,0,0,0,0,0,1,9.2,52281.0
3041,L50220,L,300.3,309.5,1474.0,38.7,35,0,0,0,0,0,0,0,9.2,57043.8
